baseline,e-persona-you,e-persona-human,e-implcit-target,e-implcit-target-e-persona-you,e-implcit-target-e-persona-human,TextFoolerJin2019
"{'distance': 0.9968152866242038, 'evidence_accuracy': 0.4744645799011532, 'evidence_precision': 0.4752475247524752, 'evidence_recall': 0.9965397923875432, 'evidence_f1': 0.6435754189944134, 'similarity_metrics': np.float32(0.7624662), 'contradiction': 0.8762100338935852}","{'distance': 0.9721792890262752, 'evidence_accuracy': 0.471169686985173, 'evidence_precision': 0.47324414715719065, 'evidence_recall': 0.9792387543252595, 'evidence_f1': 0.6381059751972943, 'similarity_metrics': np.float32(0.75529903), 'contradiction': 0.5878039002418518}","{'distance': 0.9752704791344667, 'evidence_accuracy': 0.4728171334431631, 'evidence_precision': 0.4741235392320534, 'evidence_recall': 0.9826989619377162, 'evidence_f1': 0.6396396396396397, 'similarity_metrics': np.float32(0.7772015), 'contradiction': 0.6978172063827515}","{'distance': 0.9195561719833565, 'evidence_accuracy': 0.4497528830313015, 'evidence_precision': 0.4620573355817875, 'evidence_recall': 0.9480968858131488, 'evidence_f1': 0.6213151927437642, 'similarity_metrics': np.float32(0.84345245), 'contradiction': 0.39953187108039856}","{'distance': 0.9817905918057663, 'evidence_accuracy': 0.4695222405271829, 'evidence_precision': 0.47254575707154745, 'evidence_recall': 0.9826989619377162, 'evidence_f1': 0.6382022471910113, 'similarity_metrics': np.float32(0.74497116), 'contradiction': 0.7128130197525024}","{'distance': 0.8309037900874636, 'evidence_accuracy': 0.5090609555189456, 'evidence_precision': 0.4918032786885246, 'evidence_recall': 0.9342560553633218, 'evidence_f1': 0.6443914081145584, 'similarity_metrics': np.float32(0.791467), 'contradiction': 0.9622324705123901}","{'distance': 0.02471169686985175, 'evidence_accuracy': 0.5420098846787479, 'evidence_precision': 0.8666666666666667, 'evidence_recall': 0.04498269896193772, 'evidence_f1': 0.08552631578947369, 'similarity_metrics': np.float32(0.87159026), 'contradiction': 0.07826028764247894}"
,,"{'distance': 0.831494483450351, 'evidence_accuracy': 0.27628635346756153, 'evidence_precision': 0.20617283950617285, 'evidence_recall': 0.9766081871345029, 'evidence_f1': 0.34046890927624873, 'similarity_metrics': np.float32(0.85062754), 'contradiction': 0.03003389574587345}","{'distance': 0.31439159975293396, 'evidence_accuracy': 0.5335570469798657, 'evidence_precision': 0.13823529411764707, 'evidence_recall': 0.27485380116959063, 'evidence_f1': 0.18395303326810178, 'similarity_metrics': np.float32(0.9945339), 'contradiction': 0.9798607230186462}","{'distance': 0.3168622606547251, 'evidence_accuracy': 0.5335570469798657, 'evidence_precision': 0.14035087719298245, 'evidence_recall': 0.2807017543859649, 'evidence_f1': 0.1871345029239766, 'similarity_metrics': np.float32(0.9935605), 'contradiction': 0.9708767533302307}","{'distance': 0.952329360780065, 'evidence_accuracy': 0.20917225950782997, 'evidence_precision': 0.1926605504587156, 'evidence_recall': 0.9824561403508771, 'evidence_f1': 0.32214765100671144, 'similarity_metrics': np.float32(0.60568583), 'contradiction': 0.9738267660140991}","{'distance': 0.0022371364653244186, 'evidence_accuracy': 0.8064876957494407, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(1.0000002), 'contradiction': 0.011893521063029766}"
"{'distance': 0.6919675755342667, 'evidence_accuracy': 0.25426944971537, 'evidence_precision': 0.12071005917159763, 'evidence_recall': 0.7034482758620689, 'evidence_f1': 0.20606060606060606, 'similarity_metrics': np.float32(0.8966574), 'contradiction': 0.2716425061225891}",,"{'distance': 0.9301700984780663, 'evidence_accuracy': 0.174573055028463, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.6798979), 'contradiction': 0.23336704075336456}","{'distance': 0.36556219445953286, 'evidence_accuracy': 0.5341555977229602, 'evidence_precision': 0.13958333333333334, 'evidence_recall': 0.46206896551724136, 'evidence_f1': 0.2144, 'similarity_metrics': np.float32(0.99122334), 'contradiction': 0.9699774980545044}",,"{'distance': 0.24456233421750662, 'evidence_accuracy': 0.6290322580645161, 'evidence_precision': 0.14450867052023122, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.20366598778004075, 'similarity_metrics': np.float32(0.99838257), 'contradiction': 0.747531533241272}","{'distance': 0.000948766603415585, 'evidence_accuracy': 0.8614800759013282, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9998543), 'contradiction': 0.022983204573392868}"
,,,"{'distance': 0.9043824701195219, 'evidence_accuracy': 0.28861154446177845, 'evidence_precision': 0.2894308943089431, 'evidence_recall': 0.9035532994923858, 'evidence_f1': 0.43842364532019706, 'similarity_metrics': np.float32(0.86295223), 'contradiction': 0.9825145602226257}","{'distance': 0.9461756373937678, 'evidence_accuracy': 0.31045241809672386, 'evidence_precision': 0.304, 'evidence_recall': 0.9644670050761421, 'evidence_f1': 0.462287104622871, 'similarity_metrics': np.float32(0.7326213), 'contradiction': 0.03466256707906723}",,"{'distance': 0.007800312012480548, 'evidence_accuracy': 0.6942277691107644, 'evidence_precision': 0.6, 'evidence_recall': 0.015228426395939087, 'evidence_f1': 0.029702970297029705, 'similarity_metrics': np.float32(0.9826725), 'contradiction': 0.01643214374780655}"
"{'distance': 0.44545454545454544, 'evidence_accuracy': 0.4737550471063257, 'evidence_precision': 0.05291005291005291, 'evidence_recall': 0.37735849056603776, 'evidence_f1': 0.0928074245939675, 'similarity_metrics': np.float32(0.9935043), 'contradiction': 0.0037347942125052214}","{'distance': 0.47699386503067487, 'evidence_accuracy': 0.4387617765814266, 'evidence_precision': 0.0472636815920398, 'evidence_recall': 0.3584905660377358, 'evidence_f1': 0.08351648351648353, 'similarity_metrics': np.float32(0.98949176), 'contradiction': 0.06281568109989166}","{'distance': 0.44217687074829937, 'evidence_accuracy': 0.47644683714670255, 'evidence_precision': 0.05080213903743316, 'evidence_recall': 0.3584905660377358, 'evidence_f1': 0.08899297423887588, 'similarity_metrics': np.float32(0.9961892), 'contradiction': 0.006152622401714325}",,,,"{'distance': 0.0026917900403768957, 'evidence_accuracy': 0.9259757738896366, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9310206), 'contradiction': 0.08399468660354614}"
"{'distance': 0.9604904632152589, 'evidence_accuracy': 0.21540656205420827, 'evidence_precision': 0.1995630007283321, 'evidence_recall': 0.9963636363636363, 'evidence_f1': 0.33252427184466016, 'similarity_metrics': np.float32(0.8454275), 'contradiction': 0.14210818707942963}",,"{'distance': 0.9552238805970149, 'evidence_accuracy': 0.21683309557774608, 'evidence_precision': 0.19941563184806427, 'evidence_recall': 0.9927272727272727, 'evidence_f1': 0.33211678832116787, 'similarity_metrics': np.float32(0.883529), 'contradiction': 0.01820463128387928}","{'distance': 0.4476534296028881, 'evidence_accuracy': 0.46219686162624823, 'evidence_precision': 0.19798234552332913, 'evidence_recall': 0.5709090909090909, 'evidence_f1': 0.2940074906367041, 'similarity_metrics': np.float32(0.8609925), 'contradiction': 0.9241613745689392}","{'distance': 0.8869123252858958, 'evidence_accuracy': 0.22182596291012838, 'evidence_precision': 0.18949771689497716, 'evidence_recall': 0.9054545454545454, 'evidence_f1': 0.31340465701699183, 'similarity_metrics': np.float32(0.824041), 'contradiction': 0.5513842105865479}",,"{'distance': 0.0014265335235378318, 'evidence_accuracy': 0.8038516405135521, 'evidence_precision': 0.5, 'evidence_recall': 0.0036363636363636364, 'evidence_f1': 0.007220216606498194, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.02110198885202408}"
"{'distance': 0.4440534834623504, 'evidence_accuracy': 0.43883984867591425, 'evidence_precision': 0.23115577889447236, 'evidence_recall': 0.39826839826839827, 'evidence_f1': 0.2925278219395867, 'similarity_metrics': np.float32(0.9943722), 'contradiction': 0.7198367118835449}",,,"{'distance': 0.3961218836565097, 'evidence_accuracy': 0.4552332912988651, 'evidence_precision': 0.2184873949579832, 'evidence_recall': 0.33766233766233766, 'evidence_f1': 0.2653061224489796, 'similarity_metrics': np.float32(0.99487776), 'contradiction': 0.9371199607849121}","{'distance': 0.3975069252077562, 'evidence_accuracy': 0.45649432534678436, 'evidence_precision': 0.2206703910614525, 'evidence_recall': 0.341991341991342, 'evidence_f1': 0.26825127334465193, 'similarity_metrics': np.float32(0.99487776), 'contradiction': 0.9371199607849121}","{'distance': 0.39889196675900274, 'evidence_accuracy': 0.45775535939470363, 'evidence_precision': 0.22284122562674094, 'evidence_recall': 0.3463203463203463, 'evidence_f1': 0.27118644067796605, 'similarity_metrics': np.float32(0.9943935), 'contradiction': 0.8299765586853027}","{'distance': 0.020176544766708715, 'evidence_accuracy': 0.7061790668348046, 'evidence_precision': 0.4375, 'evidence_recall': 0.030303030303030304, 'evidence_f1': 0.056680161943319846, 'similarity_metrics': np.float32(0.98015493), 'contradiction': 0.006154658738523722}"
,,,"{'distance': 0.46069315300084535, 'evidence_accuracy': 0.5237366003062787, 'evidence_precision': 0.25748502994011974, 'evidence_recall': 0.5771812080536913, 'evidence_f1': 0.35610766045548653, 'similarity_metrics': np.float32(0.9834368), 'contradiction': 0.9743037223815918}","{'distance': 0.28117359413202936, 'evidence_accuracy': 0.6094946401225115, 'evidence_precision': 0.25, 'evidence_recall': 0.35570469798657717, 'evidence_f1': 0.2936288088642659, 'similarity_metrics': np.float32(0.996705), 'contradiction': 0.9816122651100159}",,"{'distance': 0.009188361408882129, 'evidence_accuracy': 0.7718223583460949, 'evidence_precision': 0.5, 'evidence_recall': 0.020134228187919462, 'evidence_f1': 0.03870967741935484, 'similarity_metrics': np.float32(0.9640795), 'contradiction': 0.10592339187860489}"
,,,,,,"{'distance': 0.007832898172323799, 'evidence_accuracy': 0.8629242819843342, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9862821), 'contradiction': 0.12431684881448746}"
"{'distance': 0.35478927203065136, 'evidence_accuracy': 0.5637393767705382, 'evidence_precision': 0.1993006993006993, 'evidence_recall': 0.41911764705882354, 'evidence_f1': 0.2701421800947867, 'similarity_metrics': np.float32(0.99814326), 'contradiction': 0.030303673818707466}","{'distance': 0.9302045728038508, 'evidence_accuracy': 0.1954674220963173, 'evidence_precision': 0.18141592920353983, 'evidence_recall': 0.9044117647058824, 'evidence_f1': 0.3022113022113022, 'similarity_metrics': np.float32(0.89042187), 'contradiction': 0.07563938945531845}","{'distance': 0.8752834467120182, 'evidence_accuracy': 0.22804532577903683, 'evidence_precision': 0.1858678955453149, 'evidence_recall': 0.8897058823529411, 'evidence_f1': 0.3074968233799238, 'similarity_metrics': np.float32(0.8759521), 'contradiction': 0.006828051991760731}",,,,"{'distance': 0.0014164305949008194, 'evidence_accuracy': 0.8087818696883853, 'evidence_precision': 1.0, 'evidence_recall': 0.007352941176470588, 'evidence_f1': 0.014598540145985401, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.003588932566344738}"
,,,"{'distance': 0.44047619047619047, 'evidence_accuracy': 0.4823348694316436, 'evidence_precision': 0.10869565217391304, 'evidence_recall': 0.4117647058823529, 'evidence_f1': 0.171990171990172, 'similarity_metrics': np.float32(0.97693443), 'contradiction': 0.8037553429603577}",,"{'distance': 0.8061224489795918, 'evidence_accuracy': 0.2457757296466974, 'evidence_precision': 0.14756944444444445, 'evidence_recall': 1.0, 'evidence_f1': 0.25718608169440244, 'similarity_metrics': np.float32(0.82367086), 'contradiction': 0.9961179494857788}","{'distance': 0.004608294930875556, 'evidence_accuracy': 0.8709677419354839, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.023529411764705882, 'evidence_f1': 0.045454545454545456, 'similarity_metrics': np.float32(0.99968), 'contradiction': 0.0019566912669688463}"
"{'distance': 0.9819444444444444, 'evidence_accuracy': 0.14905933429811866, 'evidence_precision': 0.14609203798392986, 'evidence_recall': 0.966183574879227, 'evidence_f1': 0.25380710659898476, 'similarity_metrics': np.float32(0.8014238), 'contradiction': 0.7920466661453247}","{'distance': 0.9888268156424581, 'evidence_accuracy': 0.14833574529667148, 'evidence_precision': 0.1470160116448326, 'evidence_recall': 0.9758454106280193, 'evidence_f1': 0.25553447185325745, 'similarity_metrics': np.float32(0.7343632), 'contradiction': 0.41836005449295044}","{'distance': 0.9943222143364088, 'evidence_accuracy': 0.14833574529667148, 'evidence_precision': 0.14804063860667635, 'evidence_recall': 0.9855072463768116, 'evidence_f1': 0.2574132492113565, 'similarity_metrics': np.float32(0.6001452), 'contradiction': 0.1361413598060608}","{'distance': 0.40535633227417156, 'evidence_accuracy': 0.459479015918958, 'evidence_precision': 0.13013698630136986, 'evidence_recall': 0.45893719806763283, 'evidence_f1': 0.20277481323372462, 'similarity_metrics': np.float32(0.97298145), 'contradiction': 0.9847592711448669}","{'distance': 0.40390731485688325, 'evidence_accuracy': 0.4609261939218524, 'evidence_precision': 0.13150684931506848, 'evidence_recall': 0.463768115942029, 'evidence_f1': 0.20490928495197436, 'similarity_metrics': np.float32(0.97841537), 'contradiction': 0.9921162724494934}","{'distance': 0.43413309189678584, 'evidence_accuracy': 0.44934876989869754, 'evidence_precision': 0.1355263157894737, 'evidence_recall': 0.4975845410628019, 'evidence_f1': 0.21302998965873837, 'similarity_metrics': np.float32(0.9747608), 'contradiction': 0.9812470078468323}","{'distance': 0.0007235890014472002, 'evidence_accuracy': 0.849493487698987, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9985236), 'contradiction': 0.06093939021229744}"
"{'distance': 0.38007380073800734, 'evidence_accuracy': 0.5073649754500819, 'evidence_precision': 0.16, 'evidence_recall': 0.38596491228070173, 'evidence_f1': 0.2262210796915167, 'similarity_metrics': np.float32(0.99928427), 'contradiction': 0.06975463032722473}","{'distance': 0.37822878228782286, 'evidence_accuracy': 0.5090016366612111, 'evidence_precision': 0.16058394160583941, 'evidence_recall': 0.38596491228070173, 'evidence_f1': 0.2268041237113402, 'similarity_metrics': np.float32(0.9992538), 'contradiction': 0.06975463032722473}","{'distance': 0.4192307692307692, 'evidence_accuracy': 0.5040916530278232, 'evidence_precision': 0.1941747572815534, 'evidence_recall': 0.5263157894736842, 'evidence_f1': 0.2836879432624113, 'similarity_metrics': np.float32(0.99258), 'contradiction': 0.06877002120018005}",,,,"{'distance': 0.019639934533551506, 'evidence_accuracy': 0.8036006546644845, 'evidence_precision': 0.25, 'evidence_recall': 0.02631578947368421, 'evidence_f1': 0.04761904761904762, 'similarity_metrics': np.float32(0.9888358), 'contradiction': 0.05802258476614952}"
"{'distance': 0.8880248833592534, 'evidence_accuracy': 0.2529358626919603, 'evidence_precision': 0.2249034749034749, 'evidence_recall': 0.9066147859922179, 'evidence_f1': 0.36040216550657383, 'similarity_metrics': np.float32(0.8885016), 'contradiction': 0.004587371833622456}",,,"{'distance': 0.7685459940652819, 'evidence_accuracy': 0.2944896115627823, 'evidence_precision': 0.22594142259414227, 'evidence_recall': 0.8404669260700389, 'evidence_f1': 0.3561417971970322, 'similarity_metrics': np.float32(0.961826), 'contradiction': 0.985698401927948}",,"{'distance': 0.7685459940652819, 'evidence_accuracy': 0.3044263775971093, 'evidence_precision': 0.2302839116719243, 'evidence_recall': 0.8521400778210116, 'evidence_f1': 0.36258278145695366, 'similarity_metrics': np.float32(0.97071123), 'contradiction': 0.5562672019004822}","{'distance': 0.0009033423667570428, 'evidence_accuracy': 0.7669376693766937, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.999904), 'contradiction': 0.006932328920811415}"
,,,"{'distance': 0.42205323193916355, 'evidence_accuracy': 0.42704626334519574, 'evidence_precision': 0.6201550387596899, 'evidence_recall': 0.4166666666666667, 'evidence_f1': 0.49844236760124616, 'similarity_metrics': np.float32(0.97479653), 'contradiction': 0.9834426045417786}","{'distance': 0.46845124282982786, 'evidence_accuracy': 0.4306049822064057, 'evidence_precision': 0.6111111111111112, 'evidence_recall': 0.4583333333333333, 'evidence_f1': 0.5238095238095238, 'similarity_metrics': np.float32(0.97472936), 'contradiction': 0.9853525757789612}","{'distance': 0.43018867924528303, 'evidence_accuracy': 0.41637010676156583, 'evidence_precision': 0.6076923076923076, 'evidence_recall': 0.4114583333333333, 'evidence_f1': 0.4906832298136645, 'similarity_metrics': np.float32(0.9777291), 'contradiction': 0.9900901317596436}","{'distance': 0.05693950177935947, 'evidence_accuracy': 0.3594306049822064, 'evidence_precision': 0.875, 'evidence_recall': 0.07291666666666667, 'evidence_f1': 0.13461538461538464, 'similarity_metrics': np.float32(0.99107623), 'contradiction': 0.2152489870786667}"
,,,"{'distance': 0.5106837606837606, 'evidence_accuracy': 0.46641074856046066, 'evidence_precision': 0.29692832764505117, 'evidence_recall': 0.5471698113207547, 'evidence_f1': 0.38495575221238937, 'similarity_metrics': np.float32(0.98262745), 'contradiction': 0.9784572124481201}",,,"{'distance': 0.0019193857965451588, 'evidence_accuracy': 0.6928982725527831, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.98999286), 'contradiction': 0.005838900338858366}"
"{'distance': 0.34684423856398383, 'evidence_accuracy': 0.5395299145299145, 'evidence_precision': 0.2768817204301075, 'evidence_recall': 0.3886792452830189, 'evidence_f1': 0.3233908948194662, 'similarity_metrics': np.float32(0.9955976), 'contradiction': 0.09548164159059525}",,,"{'distance': 0.43643819566490916, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.31648351648351647, 'evidence_recall': 0.5433962264150943, 'evidence_f1': 0.39999999999999997, 'similarity_metrics': np.float32(0.991593), 'contradiction': 0.9376538991928101}","{'distance': 0.273360417875798, 'evidence_accuracy': 0.5908119658119658, 'evidence_precision': 0.3096774193548387, 'evidence_recall': 0.3622641509433962, 'evidence_f1': 0.33391304347826084, 'similarity_metrics': np.float32(0.98867583), 'contradiction': 0.975536048412323}","{'distance': 0.34950895436164064, 'evidence_accuracy': 0.5470085470085471, 'evidence_precision': 0.2868632707774799, 'evidence_recall': 0.4037735849056604, 'evidence_f1': 0.33542319749216304, 'similarity_metrics': np.float32(0.9892991), 'contradiction': 0.932285726070404}","{'distance': 0.0010683760683760646, 'evidence_accuracy': 0.717948717948718, 'evidence_precision': 1.0, 'evidence_recall': 0.0037735849056603774, 'evidence_f1': 0.0075187969924812035, 'similarity_metrics': np.float32(1.0000001), 'contradiction': 0.004088681656867266}"
,,,"{'distance': 0.33517089305402425, 'evidence_accuracy': 0.5166835187057633, 'evidence_precision': 0.24870466321243523, 'evidence_recall': 0.3380281690140845, 'evidence_f1': 0.2865671641791045, 'similarity_metrics': np.float32(0.92961955), 'contradiction': 0.8212591409683228}","{'distance': 0.25707940033314824, 'evidence_accuracy': 0.58948432760364, 'evidence_precision': 0.309375, 'evidence_recall': 0.3485915492957746, 'evidence_f1': 0.3278145695364238, 'similarity_metrics': np.float32(0.9792859), 'contradiction': 0.48118749260902405}","{'distance': 0.2487751769188895, 'evidence_accuracy': 0.6066734074823054, 'evidence_precision': 0.32441471571906355, 'evidence_recall': 0.3415492957746479, 'evidence_f1': 0.3327615780445969, 'similarity_metrics': np.float32(0.92524534), 'contradiction': 0.8567398190498352}","{'distance': 0.0030333670374115274, 'evidence_accuracy': 0.7098078867542973, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9992647), 'contradiction': 0.06731963157653809}"
"{'distance': 0.49209694415173866, 'evidence_accuracy': 0.44525547445255476, 'evidence_precision': 0.21103896103896103, 'evidence_recall': 0.5158730158730159, 'evidence_f1': 0.2995391705069125, 'similarity_metrics': np.float32(0.9706371), 'contradiction': 0.8924859762191772}",,,"{'distance': 0.45999999999999996, 'evidence_accuracy': 0.4835766423357664, 'evidence_precision': 0.21863799283154123, 'evidence_recall': 0.48412698412698413, 'evidence_f1': 0.3012345679012346, 'similarity_metrics': np.float32(0.97074354), 'contradiction': 0.9000393748283386}","{'distance': 0.3746253746253746, 'evidence_accuracy': 0.5565693430656934, 'evidence_precision': 0.251063829787234, 'evidence_recall': 0.46825396825396826, 'evidence_f1': 0.3268698060941828, 'similarity_metrics': np.float32(0.9685985), 'contradiction': 0.9165642857551575}","{'distance': 0.3686313686313686, 'evidence_accuracy': 0.5638686131386861, 'evidence_precision': 0.2575107296137339, 'evidence_recall': 0.47619047619047616, 'evidence_f1': 0.3342618384401114, 'similarity_metrics': np.float32(0.97152376), 'contradiction': 0.9421119093894958}","{'distance': 0.014598540145985384, 'evidence_accuracy': 0.7773722627737226, 'evidence_precision': 0.75, 'evidence_recall': 0.047619047619047616, 'evidence_f1': 0.08955223880597014, 'similarity_metrics': np.float32(0.9917306), 'contradiction': 0.00666072778403759}"
"{'distance': 0.5477308294209703, 'evidence_accuracy': 0.2994219653179191, 'evidence_precision': 0.07291666666666667, 'evidence_recall': 0.3684210526315789, 'evidence_f1': 0.12173913043478261, 'similarity_metrics': np.float32(0.8067031), 'contradiction': 0.13676604628562927}","{'distance': 0.7417582417582418, 'evidence_accuracy': 0.25317919075144507, 'evidence_precision': 0.13379310344827586, 'evidence_recall': 0.8434782608695652, 'evidence_f1': 0.23095238095238094, 'similarity_metrics': np.float32(0.8373945), 'contradiction': 0.05585077404975891}",,,,,"{'distance': 0.003468208092485603, 'evidence_accuracy': 0.8647398843930636, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9955392), 'contradiction': 0.017785878852009773}"
"{'distance': 0.3808, 'evidence_accuracy': 0.42066957787481807, 'evidence_precision': 0.18666666666666668, 'evidence_recall': 0.26666666666666666, 'evidence_f1': 0.2196078431372549, 'similarity_metrics': np.float32(0.9636911), 'contradiction': 0.06330914795398712}","{'distance': 0.36377952755905507, 'evidence_accuracy': 0.44541484716157204, 'evidence_precision': 0.1978798586572438, 'evidence_recall': 0.26666666666666666, 'evidence_f1': 0.22718052738336714, 'similarity_metrics': np.float32(0.99107695), 'contradiction': 0.06330914795398712}",,,,,"{'distance': 0.004366812227074246, 'evidence_accuracy': 0.6899563318777293, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.99253887), 'contradiction': 0.018918024376034737}"
"{'distance': 0.7003424657534247, 'evidence_accuracy': 0.18318965517241378, 'evidence_precision': 0.13811420982735723, 'evidence_recall': 0.48826291079812206, 'evidence_f1': 0.21532091097308484, 'similarity_metrics': np.float32(0.87056786), 'contradiction': 0.0342206135392189}","{'distance': 0.3517322372284204, 'evidence_accuracy': 0.5355603448275862, 'evidence_precision': 0.21010638297872342, 'evidence_recall': 0.37089201877934275, 'evidence_f1': 0.268251273344652, 'similarity_metrics': np.float32(0.9908041), 'contradiction': 0.012914909049868584}","{'distance': 0.5434462444771724, 'evidence_accuracy': 0.28771551724137934, 'evidence_precision': 0.13754045307443366, 'evidence_recall': 0.39906103286384975, 'evidence_f1': 0.2045728038507822, 'similarity_metrics': np.float32(0.88742894), 'contradiction': 0.018035568296909332}",,,,"{'distance': 0.0021551724137931494, 'evidence_accuracy': 0.7704741379310345, 'evidence_precision': 0.5, 'evidence_recall': 0.004694835680751174, 'evidence_f1': 0.00930232558139535, 'similarity_metrics': np.float32(0.99941087), 'contradiction': 0.27755168080329895}"
,,,"{'distance': 0.4045676998368679, 'evidence_accuracy': 0.48833819241982507, 'evidence_precision': 0.27414330218068533, 'evidence_recall': 0.42718446601941745, 'evidence_f1': 0.333965844402277, 'similarity_metrics': np.float32(0.9916051), 'contradiction': 0.9955912828445435}","{'distance': 0.8769601930036188, 'evidence_accuracy': 0.30612244897959184, 'evidence_precision': 0.28773584905660377, 'evidence_recall': 0.8883495145631068, 'evidence_f1': 0.4346793349168646, 'similarity_metrics': np.float32(0.9127929), 'contradiction': 0.9686970114707947}","{'distance': 0.9301675977653632, 'evidence_accuracy': 0.2725947521865889, 'evidence_precision': 0.2783661119515885, 'evidence_recall': 0.8932038834951457, 'evidence_f1': 0.4244521337946943, 'similarity_metrics': np.float32(0.68180966), 'contradiction': 0.9766768217086792}","{'distance': 0.001457725947521915, 'evidence_accuracy': 0.7011661807580175, 'evidence_precision': 1.0, 'evidence_recall': 0.0048543689320388345, 'evidence_f1': 0.00966183574879227, 'similarity_metrics': np.float32(0.99931633), 'contradiction': 0.0980951339006424}"
"{'distance': 0.8588754134509371, 'evidence_accuracy': 0.258974358974359, 'evidence_precision': 0.2388268156424581, 'evidence_recall': 0.8382352941176471, 'evidence_f1': 0.3717391304347826, 'similarity_metrics': np.float32(0.820795), 'contradiction': 0.010980803519487381}",,,,,,"{'distance': 0.012820512820512775, 'evidence_accuracy': 0.7282051282051282, 'evidence_precision': 0.1, 'evidence_recall': 0.004901960784313725, 'evidence_f1': 0.009345794392523364, 'similarity_metrics': np.float32(0.9178871), 'contradiction': 0.00778721459209919}"
"{'distance': 0.963963963963964, 'evidence_accuracy': 0.4353891336270191, 'evidence_precision': 0.43637724550898205, 'evidence_recall': 0.9732888146911519, 'evidence_f1': 0.6025839793281654, 'similarity_metrics': np.float32(0.8334144), 'contradiction': 0.18549750745296478}","{'distance': 0.9483344663494222, 'evidence_accuracy': 0.43392070484581496, 'evidence_precision': 0.4350453172205438, 'evidence_recall': 0.9616026711185309, 'evidence_f1': 0.5990639625585022, 'similarity_metrics': np.float32(0.8273506), 'contradiction': 0.1394238919019699}","{'distance': 0.9772241992882562, 'evidence_accuracy': 0.43392070484581496, 'evidence_precision': 0.4361069836552749, 'evidence_recall': 0.9799666110183639, 'evidence_f1': 0.6035989717223651, 'similarity_metrics': np.float32(0.47344977), 'contradiction': 0.6424593925476074}",,,,"{'distance': 0.002936857562408246, 'evidence_accuracy': 0.5587371512481645, 'evidence_precision': 0.25, 'evidence_recall': 0.001669449081803005, 'evidence_f1': 0.003316749585406302, 'similarity_metrics': np.float32(0.9821908), 'contradiction': 0.002495615975931287}"
