texts,labels,predictions,z,normal_text,word_rationales
▁The ▁in dian ' s ▁are ▁performing ▁ a ▁sacred ▁dance . </s> ▁The ▁Indian s ▁are ▁building ▁ s and ▁castle s . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",The indian's are performing a sacred dance. The Indians are building sand castles.,"[0, 0, 0, 1, 0, 1, 1]"
▁The ▁in dian ' s ▁are ▁performing ▁ a ▁sacred ▁dance . </s> ▁The ▁people ▁are ▁dancing . </s>,1,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",The indian's are performing a sacred dance. The people are dancing.,"[0, 1, 0, 0, 0, 1, 1]"
▁An ▁elderly ▁man ▁is ▁smiling ▁while ▁sitting ▁in ▁front ▁of ▁ a ▁row ▁of ▁soda ▁can s . </s> ▁A ▁young ▁woman ▁ d rank ▁ a ▁lot ▁of ▁soda . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",An elderly man is smiling while sitting in front of a row of soda cans. A young woman drank a lot of soda.,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
▁An ▁elderly ▁man ▁is ▁smiling ▁while ▁sitting ▁in ▁front ▁of ▁ a ▁row ▁of ▁soda ▁can s . </s> ▁An ▁old ▁man ▁smile s ▁in ▁front ▁of ▁soda ▁can s . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",An elderly man is smiling while sitting in front of a row of soda cans. An old man smiles in front of soda cans.,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1]"
▁People ▁sitting ▁on ▁benches ▁in ▁ a ▁public ▁area . </s> ▁There ▁are ▁people ▁standing ▁by ▁benches ▁in ▁public . </s>,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",People sitting on benches in a public area. There are people standing by benches in public.,"[0, 1, 0, 1, 0, 0, 0, 1]"
▁People ▁sitting ▁on ▁benches ▁in ▁ a ▁public ▁area . </s> ▁There ▁are ▁people ▁sitting ▁on ▁benches ▁outdoors . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",People sitting on benches in a public area. There are people sitting on benches outdoors.,"[0, 1, 0, 0, 0, 0, 1, 1]"
▁A ▁ bald ▁man ▁with ▁ a ▁white ▁shirt ▁and ▁watch ▁eating ▁food ▁and ▁drinking ▁wine . </s> ▁There ▁is ▁ a ▁ bald ▁man . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A bald man with a white shirt and watch eating food and drinking wine. There is a bald man.,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1]"
▁The ▁3 ▁dogs ▁are ▁ cruising ▁down ▁the ▁street . </s> ▁ a ▁family ▁of ▁cats ▁rest ing </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",The 3 dogs are cruising down the street. a family of cats resting,"[0, 0, 0, 0, 1, 1, 0, 1]"
▁The ▁3 ▁dogs ▁are ▁ cruising ▁down ▁the ▁street . </s> ▁three ▁dogs ▁together </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",The 3 dogs are cruising down the street. three dogs together,"[0, 0, 0, 0, 1, 1, 0, 1]"
▁A ▁bike r ▁wearing ▁glass ▁and ▁ a ▁backpack ▁rides ▁near ▁ a ▁fountain . </s> ▁A ▁bike r ▁rides ▁next ▁to ▁the ▁ocean . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A biker wearing glass and a backpack rides near a fountain. A biker rides next to the ocean.,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]"
▁A ▁bike r ▁wearing ▁glass ▁and ▁ a ▁backpack ▁rides ▁near ▁ a ▁fountain . </s> ▁A ▁bike r ▁is ▁close ▁to ▁the ▁fountain . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A biker wearing glass and a backpack rides near a fountain. A biker is close to the fountain.,"[0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]"
▁Two ▁people ▁are ▁riding ▁bicycle s ▁next ▁to ▁ a ▁building . </s> ▁A ▁woman ▁is ▁riding ▁ a ▁un i cycle ▁past ▁ a ▁building . </s>,0,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two people are riding bicycles next to a building. A woman is riding a unicycle past a building.,"[1, 0, 0, 0, 1, 1, 0, 0, 1]"
▁Two ▁people ▁are ▁riding ▁bicycle s ▁next ▁to ▁ a ▁building . </s> ▁Two ▁people ▁are ▁riding ▁bikes ▁near ▁ a ▁building . </s>,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two people are riding bicycles next to a building. Two people are riding bikes near a building.,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
▁A ▁ hur ried ▁bicycle r ▁moves ▁along ▁ a ▁car ▁in ▁ a ▁busy ▁street ▁on ▁an ▁allowed ▁bike ▁path . </s> ▁The ▁cyclist ▁is ▁riding ▁on ▁water . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",A hurried bicycler moves along a car in a busy street on an allowed bike path. The cyclist is riding on water.,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
▁A ▁ hur ried ▁bicycle r ▁moves ▁along ▁ a ▁car ▁in ▁ a ▁busy ▁street ▁on ▁an ▁allowed ▁bike ▁path . </s> ▁The ▁cyclist ▁rides ▁on ▁ a ▁public ▁street . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A hurried bicycler moves along a car in a busy street on an allowed bike path. The cyclist rides on a public street.,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
▁Three ▁young ▁women ▁perform ▁ a ▁dance ▁in ▁ a ▁ crowded ▁hall . </s> ▁Three ▁young ▁woman ▁are ▁sleeping ▁in ▁ a ▁ crowded ▁hall . </s>,0,0,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Three young women perform a dance in a crowded hall. Three young woman are sleeping in a crowded hall.,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 1]"
▁Three ▁young ▁women ▁perform ▁ a ▁dance ▁in ▁ a ▁ crowded ▁hall . </s> ▁Three ▁young ▁women ▁are ▁performing ▁in ▁front ▁of ▁ a ▁big ▁audience . </s>,1,1,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",Three young women perform a dance in a crowded hall. Three young women are performing in front of a big audience.,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1]"
▁Se x y ▁young ▁men ▁stand ▁on ▁ a ▁balcony ▁having ▁ a ▁heated ▁conversation . </s> ▁The ▁young ▁men ▁are ▁in ▁complete ▁agreement . </s>,0,0,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",Sexy young men stand on a balcony having a heated conversation. The young men are in complete agreement.,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]"
▁Se x y ▁young ▁men ▁stand ▁on ▁ a ▁balcony ▁having ▁ a ▁heated ▁conversation . </s> ▁Young ▁men ▁are ▁ arguing . </s>,1,0,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Sexy young men stand on a balcony having a heated conversation. Young men are arguing.,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]"
▁A ▁boy ▁splash ing ▁through ▁the ▁ocean . </s> ▁The ▁boy ▁is ▁in ▁Kansas . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A boy splashing through the ocean. The boy is in Kansas.,"[0, 0, 1, 1, 0, 1]"
▁A ▁boy ▁splash ing ▁through ▁the ▁ocean . </s> ▁The ▁boy ▁is ▁at ▁the ▁beach . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",A boy splashing through the ocean. The boy is at the beach.,"[0, 0, 1, 1, 0, 1]"
▁A ▁boy ▁splash ing ▁through ▁the ▁ocean . </s> ▁The ▁boy ▁is ▁swimming . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A boy splashing through the ocean. The boy is swimming.,"[0, 0, 1, 1, 0, 1]"
▁A ▁man ▁in ▁ a ▁dark ▁jacket ▁stands ▁next ▁to ▁ a ▁man ▁dressed ▁in ▁brown ▁reaching ▁down ▁into ▁ a ▁bag . </s> ▁The ▁men ▁are ▁wearing ▁blue ▁uniform s ▁and ▁wrestling ▁in ▁ a ▁competition . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man in a dark jacket stands next to a man dressed in brown reaching down into a bag. The men are wearing blue uniforms and wrestling in a competition.,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]"
"▁A ▁man ▁in ▁ a ▁dark ▁jacket ▁stands ▁next ▁to ▁ a ▁man ▁dressed ▁in ▁brown ▁reaching ▁down ▁into ▁ a ▁bag . </s> ▁Two ▁men ▁in ▁dark ▁clothing , ▁one ▁is ▁reaching ▁into ▁ a ▁bag . </s>",1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","A man in a dark jacket stands next to a man dressed in brown reaching down into a bag. Two men in dark clothing, one is reaching into a bag.","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]"
▁A ▁woman ▁in ▁ a ▁white ▁ a pro n ▁prepare s ▁various ▁meat s ▁on ▁ a ▁large ▁grill . </s> ▁A ▁man ▁is ▁eating ▁his ▁ t v ▁dinner . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]",A woman in a white apron prepares various meats on a large grill. A man is eating his tv dinner.,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1]"
▁A ▁woman ▁in ▁ a ▁white ▁ a pro n ▁prepare s ▁various ▁meat s ▁on ▁ a ▁large ▁grill . </s> ▁A ▁woman ▁is ▁ preparing ▁meat . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman in a white apron prepares various meats on a large grill. A woman is preparing meat.,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]"
▁A ▁woman ▁in ▁ a ▁white ▁ a pro n ▁prepare s ▁various ▁meat s ▁on ▁ a ▁large ▁grill . </s> ▁A ▁woman ▁is ▁beginning ▁to ▁cook . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",A woman in a white apron prepares various meats on a large grill. A woman is beginning to cook.,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1]"
▁An ▁elderly ▁fire fight er ▁in ▁an ▁orange ▁suit ▁is ▁holding ▁ a ▁fire ▁ hose ▁with ▁water ▁coming ▁out . </s> ▁A ▁medic ▁is ▁treating ▁someone s ▁wound s ▁with ▁band ages ▁ he ▁is ▁holding . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",An elderly firefighter in an orange suit is holding a fire hose with water coming out. A medic is treating someones wounds with bandages he is holding.,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]"
▁An ▁elderly ▁fire fight er ▁in ▁an ▁orange ▁suit ▁is ▁holding ▁ a ▁fire ▁ hose ▁with ▁water ▁coming ▁out . </s> ▁A ▁fire fight er ▁is ▁holding ▁ a ▁fire ▁ hose ▁with ▁water ▁comp ing ▁out . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",An elderly firefighter in an orange suit is holding a fire hose with water coming out. A firefighter is holding a fire hose with water comping out.,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]"
▁A ▁man ▁is ▁reading ▁ a ▁book ▁while ▁sitting ▁on ▁ a ▁bench ▁outside ▁of ▁ a ▁bookstore . </s> ▁A ▁man ▁is ▁playing ▁video ▁games ▁on ▁his ▁phone . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man is reading a book while sitting on a bench outside of a bookstore. A man is playing video games on his phone.,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
▁A ▁man ▁is ▁reading ▁ a ▁book ▁while ▁sitting ▁on ▁ a ▁bench ▁outside ▁of ▁ a ▁bookstore . </s> ▁A ▁man ▁is ▁reading ▁on ▁ a ▁bench ▁outside ▁of ▁ a ▁store . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man is reading a book while sitting on a bench outside of a bookstore. A man is reading on a bench outside of a store.,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
▁The ▁sun ▁breaks ▁through ▁the ▁trees ▁as ▁ a ▁child ▁rides ▁ a ▁swing . </s> ▁The ▁child ▁is ▁riding ▁ a ▁swing ▁in ▁the ▁rain . </s>,0,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",The sun breaks through the trees as a child rides a swing. The child is riding a swing in the rain.,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
▁The ▁sun ▁breaks ▁through ▁the ▁trees ▁as ▁ a ▁child ▁rides ▁ a ▁swing . </s> ▁A ▁child ▁rides ▁ a ▁swing ▁in ▁the ▁day time . </s>,1,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",The sun breaks through the trees as a child rides a swing. A child rides a swing in the daytime.,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
▁A ▁man ▁pushing ▁ a ▁hand - truck ▁of ▁boxes ▁is ▁ bending ▁over ▁to ▁pick ▁up ▁ a ▁pe ar . </s> ▁A ▁man ▁is ▁pushing ▁ a ▁pe ar ▁and ▁picking ▁up ▁boxes . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",A man pushing a hand-truck of boxes is bending over to pick up a pear. A man is pushing a pear and picking up boxes.,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]"
▁A ▁man ▁pushing ▁ a ▁hand - truck ▁of ▁boxes ▁is ▁ bending ▁over ▁to ▁pick ▁up ▁ a ▁pe ar . </s> ▁A ▁man ▁is ▁pushing ▁ a ▁hand ▁truck . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man pushing a hand-truck of boxes is bending over to pick up a pear. A man is pushing a hand truck.,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]"
▁A ▁man ▁pushing ▁ a ▁hand - truck ▁of ▁boxes ▁is ▁ bending ▁over ▁to ▁pick ▁up ▁ a ▁pe ar . </s> ▁A ▁happy ▁man ▁is ▁picking ▁up ▁ a ▁pe ar . </s>,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A man pushing a hand-truck of boxes is bending over to pick up a pear. A happy man is picking up a pear.,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]"
▁A ▁band ▁singing ▁and ▁playing ▁electric ▁guitar ▁for ▁ a ▁crowd ▁of ▁people . </s> ▁The ▁band ▁is ▁back stage . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A band singing and playing electric guitar for a crowd of people. The band is backstage.,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
▁A ▁band ▁singing ▁and ▁playing ▁electric ▁guitar ▁for ▁ a ▁crowd ▁of ▁people . </s> ▁A ▁band ▁is ▁playing ▁ a ▁concert . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A band singing and playing electric guitar for a crowd of people. A band is playing a concert.,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
▁A ▁band ▁performing ▁at ▁ a ▁local ▁bar ▁or ▁club . </s> ▁The ▁band ▁is ▁playing ▁music ▁at ▁ a ▁large ▁venue </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]",A band performing at a local bar or club. The band is playing music at a large venue,"[0, 0, 1, 0, 0, 1, 1, 0, 1]"
▁A ▁band ▁performing ▁at ▁ a ▁local ▁bar ▁or ▁club . </s> ▁The ▁band ▁is ▁playing ▁music </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A band performing at a local bar or club. The band is playing music,"[0, 0, 1, 0, 0, 1, 1, 0, 1]"
▁ a ▁boy ▁in ▁ a ▁red ▁ hood e d ▁top ▁is ▁smiling ▁whil s t ▁looking ▁away ▁from ▁his ▁reflection . </s> ▁The ▁boy ▁is ▁upset . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",a boy in a red hooded top is smiling whilst looking away from his reflection. The boy is upset.,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]"
▁ a ▁boy ▁in ▁ a ▁red ▁ hood e d ▁top ▁is ▁smiling ▁whil s t ▁looking ▁away ▁from ▁his ▁reflection . </s> ▁A ▁boy ▁in ▁ a ▁red ▁ hood ▁is ▁happy . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",a boy in a red hooded top is smiling whilst looking away from his reflection. A boy in a red hood is happy.,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]"
▁A ▁woman ▁wearing ▁very ▁formal ▁colorful ▁clothing ▁and ▁she ▁seems ▁to ▁be ▁dancing . </s> ▁A ▁man ▁wearing ▁very ▁formal ▁colorful ▁clothing ▁and ▁she ▁seems ▁to ▁be ▁dancing . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman wearing very formal colorful clothing and she seems to be dancing. A man wearing very formal colorful clothing and she seems to be dancing.,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
