e-implcit-target-e-persona-human,e-implcit-target-e-persona-you,baseline,e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,,"{'distance': 0.18918918918918914, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8781395, 'contradiction': 0.005111941136419773}",,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9784243, 'contradiction': 0.001140973879955709}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.85877645, 'contradiction': 0.0023221515584737062}"
"{'distance': 0.375, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.7190527, 'contradiction': 0.9972395896911621}",,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': 0.9387495, 'contradiction': 0.003769487841054797}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9387495, 'contradiction': 0.003769487841054797}"
,,,,,,
,,,,,,"{'distance': 0.1333333333333333, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.67577773, 'contradiction': 0.10165915638208389}"
,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7720255, 'contradiction': 0.9819821715354919}","{'distance': 0.07692307692307687, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7720255, 'contradiction': 0.9819821715354919}",,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9822942, 'contradiction': 0.001054030261002481}","{'distance': 0.07692307692307687, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9196221, 'contradiction': 0.0009041459998115897}"
,"{'distance': 0.15384615384615385, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.67589223, 'contradiction': 0.9985124468803406}","{'distance': 0.12, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.7465379, 'contradiction': 0.9864552021026611}","{'distance': 0.12, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.7465379, 'contradiction': 0.9864552021026611}","{'distance': 0.15384615384615385, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.67589223, 'contradiction': 0.9985124468803406}","{'distance': 0.12, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.7465379, 'contradiction': 0.9864552021026611}","{'distance': 0.07692307692307687, 'evidence_accuracy': 0.46153846153846156, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.99006855, 'contradiction': 0.0010295631363987923}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6905106, 'contradiction': 0.008237900212407112}"
,,,,,,
,,,,,,
"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8227036, 'contradiction': 0.993395984172821}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8227036, 'contradiction': 0.993395984172821}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8227036, 'contradiction': 0.993395984172821}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8227036, 'contradiction': 0.993395984172821}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8227036, 'contradiction': 0.993395984172821}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.58864003, 'contradiction': 0.9990336894989014}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.83801305, 'contradiction': 0.015940848737955093}"
"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.58370167, 'contradiction': 0.9993813037872314}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.58370167, 'contradiction': 0.9993813037872314}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.58370167, 'contradiction': 0.9993813037872314}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.58370167, 'contradiction': 0.9993813037872314}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.58370167, 'contradiction': 0.9993813037872314}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.58370167, 'contradiction': 0.9993813037872314}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.6424173, 'contradiction': 0.02104288525879383}"
,,,,,,
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.988577, 'contradiction': 0.0027660075575113297}"
,,,,,,
,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.8947368421052632, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.56818986, 'contradiction': 0.8451454639434814}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.8947368421052632, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.56818986, 'contradiction': 0.8451454639434814}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 1.0, 'evidence_f1': 0.6, 'similarity_metrics': 0.5431879, 'contradiction': 0.8197361826896667}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.8947368421052632, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.56818986, 'contradiction': 0.8451454639434814}","{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8947368421052632, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.8741558, 'contradiction': 0.23372718691825867}"
,,,,,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.631578947368421, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.95905906, 'contradiction': 0.0008129682973958552}"
,,,,,,"{'distance': 0.21052631578947367, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': 0.7877094, 'contradiction': 0.0005834827898070216}"
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.9, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': 0.90920305, 'contradiction': 0.018857814371585846}"
"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.3, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6821052, 'contradiction': 0.9980300068855286}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.3, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6821052, 'contradiction': 0.9980300068855286}",,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.3, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6821052, 'contradiction': 0.9980300068855286}",,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.4, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.2, 'evidence_f1': 0.25, 'similarity_metrics': 0.86404645, 'contradiction': 0.6754107475280762}"
,,,,,,
,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8024986, 'contradiction': 0.9985979199409485}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.75, 'evidence_recall': 0.75, 'evidence_f1': 0.75, 'similarity_metrics': 0.83773065, 'contradiction': 0.0020033905748277903}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.8977436, 'contradiction': 0.0037049264647066593}"
"{'distance': 0.52, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.4444444444444444, 'evidence_recall': 1.0, 'evidence_f1': 0.6153846153846153, 'similarity_metrics': 0.517382, 'contradiction': 0.9324325323104858}","{'distance': 0.52, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.4444444444444444, 'evidence_recall': 1.0, 'evidence_f1': 0.6153846153846153, 'similarity_metrics': 0.517382, 'contradiction': 0.9324325323104858}",,,"{'distance': 0.52, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.4444444444444444, 'evidence_recall': 1.0, 'evidence_f1': 0.6153846153846153, 'similarity_metrics': 0.517382, 'contradiction': 0.9324325323104858}",,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.98926944, 'contradiction': 0.005356526933610439}"
,,,,,,
"{'distance': 0.25, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.53691834, 'contradiction': 0.9977706670761108}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.521277, 'contradiction': 0.9986335635185242}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.42453128, 'contradiction': 0.03364858776330948}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.50241876, 'contradiction': 0.04135338217020035}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.521277, 'contradiction': 0.9986335635185242}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.50241876, 'contradiction': 0.04135338217020035}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9356971, 'contradiction': 0.0018911758670583367}"
,,"{'distance': 0.1707317073170732, 'evidence_accuracy': 0.6470588235294118, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97046417, 'contradiction': 0.0020175655372440815}",,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.5882352941176471, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9349952, 'contradiction': 0.0018504232866689563}"
,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.9411764705882353, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.95365536, 'contradiction': 0.8636828660964966}","{'distance': 0.05882352941176472, 'evidence_accuracy': 0.9411764705882353, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.95365536, 'contradiction': 0.8636828660964966}","{'distance': 0.05882352941176472, 'evidence_accuracy': 0.9411764705882353, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.96257806, 'contradiction': 0.8891561031341553}","{'distance': 0.05882352941176472, 'evidence_accuracy': 0.9411764705882353, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.95365536, 'contradiction': 0.8636828660964966}","{'distance': 0.11764705882352944, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.81264913, 'contradiction': 0.019132794812321663}"
,,,,,,
,,,,,,"{'distance': 0.30000000000000004, 'evidence_accuracy': 0.5, 'evidence_precision': 0.25, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.73586226, 'contradiction': 0.29575419425964355}"
,,,,,,
,,,,"{'distance': 0.03448275862068961, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6766282, 'contradiction': 0.9954029321670532}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.9285714285714286, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': 0.8373126, 'contradiction': 0.24501654505729675}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,"{'distance': 0.0, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8931763, 'contradiction': 0.0008161803125403821}",,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.86819315, 'contradiction': 0.001299303025007248}"
,,,,,,
,,,,,,
,,,,,,
"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.7560998, 'contradiction': 0.9991218447685242}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.7560998, 'contradiction': 0.9991218447685242}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.7144735, 'contradiction': 0.9992341995239258}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.7144735, 'contradiction': 0.9992341995239258}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.7144735, 'contradiction': 0.9992341995239258}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.7144735, 'contradiction': 0.9992341995239258}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.85425365, 'contradiction': 0.005194597877562046}"
"{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7641952, 'contradiction': 0.9990135431289673}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7641952, 'contradiction': 0.9990135431289673}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7641952, 'contradiction': 0.9990135431289673}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7641952, 'contradiction': 0.9990135431289673}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7641952, 'contradiction': 0.9990135431289673}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7641952, 'contradiction': 0.9990135431289673}",
