baseline,e-implcit-target-e-persona-human,e-persona-you,e-implcit-target-e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,,,,,,"{'distance': 0.3548387096774194, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.88758963), 'contradiction': 0.0024295009206980467}"
,,,,,,
,,,,,,
,,,,,,
"{'distance': 0.8823529411764706, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 1.0, 'evidence_f1': 0.42857142857142855, 'similarity_metrics': np.float32(0.4736704), 'contradiction': 0.0005093786166980863}","{'distance': 1.0, 'evidence_accuracy': 0.25, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.24200271), 'contradiction': 0.013938721269369125}","{'distance': 0.875, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 1.0, 'evidence_f1': 0.42857142857142855, 'similarity_metrics': np.float32(0.3924123), 'contradiction': 0.007560571189969778}","{'distance': 1.0, 'evidence_accuracy': 0.25, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.24200271), 'contradiction': 0.013938721269369125}","{'distance': 1.0, 'evidence_accuracy': 0.25, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.2289546), 'contradiction': 0.010416675359010696}","{'distance': 0.875, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.2727272727272727, 'evidence_recall': 1.0, 'evidence_f1': 0.42857142857142855, 'similarity_metrics': np.float32(0.3924123), 'contradiction': 0.007560571189969778}","{'distance': 0.2592592592592593, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.66285455), 'contradiction': 0.013514355756342411}"
"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.6245175), 'contradiction': 0.000519612105563283}",,"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.6245175), 'contradiction': 0.000519612105563283}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.6245175), 'contradiction': 0.000519612105563283}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.6245175), 'contradiction': 0.000519612105563283}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.6245175), 'contradiction': 0.000519612105563283}","{'distance': 0.24137931034482762, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.909925), 'contradiction': 0.004088977351784706}"
,"{'distance': 0.5, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.7617451), 'contradiction': 0.0010545620461925864}",,"{'distance': 0.5, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': np.float32(0.7617451), 'contradiction': 0.0010545620461925864}","{'distance': 0.8571428571428572, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.375, 'evidence_recall': 1.0, 'evidence_f1': 0.5454545454545454, 'similarity_metrics': np.float32(0.6684274), 'contradiction': 0.0014750370755791664}",,"{'distance': 0.46153846153846156, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.76287305), 'contradiction': 0.027809517458081245}"
,,,,,,"{'distance': 0.4545454545454546, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.6689771), 'contradiction': 0.4772983491420746}"
,,,,,,"{'distance': 0.21212121212121215, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6347339), 'contradiction': 0.010777590796351433}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.368421052631579, 'evidence_accuracy': -0.23076923076923078, 'evidence_precision': 0.07692307692307693, 'evidence_recall': 0.2, 'evidence_f1': 0.1111111111111111, 'similarity_metrics': np.float32(0.9115472), 'contradiction': 0.0008398820064030588}"
,,,,,,"{'distance': 0.30434782608695654, 'evidence_accuracy': 0.9, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.6648873), 'contradiction': 0.910420298576355}"
,,,,,,"{'distance': 0.3076923076923077, 'evidence_accuracy': 0.2, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6222575), 'contradiction': 0.00131975335534662}"
,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8921766), 'contradiction': 0.45740199089050293}",,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8921766), 'contradiction': 0.45740199089050293}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.8, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8623001), 'contradiction': 0.34776127338409424}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.3023255813953488, 'evidence_accuracy': 0.7368421052631579, 'evidence_precision': 0.5, 'evidence_recall': 0.4, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.7964351), 'contradiction': 0.0014752966817468405}"
,,,,,,"{'distance': 0.37777777777777777, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.2, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.8093937), 'contradiction': 0.0024785809218883514}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.28205128205128205, 'evidence_accuracy': 0.2, 'evidence_precision': 0.1, 'evidence_recall': 0.25, 'evidence_f1': 0.14285714285714288, 'similarity_metrics': np.float32(0.7057402), 'contradiction': 0.015075229108333588}"
,,,,,,"{'distance': 0.26315789473684215, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.8897567), 'contradiction': 0.002041738713160157}"
,,,,,,"{'distance': 0.22580645161290325, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.81871545), 'contradiction': 0.00208593113347888}"
,,,,,,"{'distance': 0.22580645161290325, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97288513), 'contradiction': 0.0027242631185799837}"
,,,,,,
"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9186796), 'contradiction': 0.0003814302326645702}","{'distance': 0.4666666666666667, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9227866), 'contradiction': 0.00040630027069710195}","{'distance': 0.4666666666666667, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9227866), 'contradiction': 0.00040630027069710195}","{'distance': 0.4666666666666667, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9227866), 'contradiction': 0.00040630027069710195}","{'distance': 0.4666666666666667, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9227866), 'contradiction': 0.00040630027069710195}","{'distance': 0.4666666666666667, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9227866), 'contradiction': 0.00040630027069710195}","{'distance': 0.5238095238095238, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8360977), 'contradiction': 0.0007381163886748254}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.5384615384615384, 'evidence_accuracy': 0.0, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 1.0, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': np.float32(0.46311277), 'contradiction': 0.08544064313173294}"
"{'distance': 0.375, 'evidence_accuracy': 0.4, 'evidence_precision': 0.2, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.5648821), 'contradiction': 0.0010534782195463777}",,"{'distance': 0.6, 'evidence_accuracy': 0.2, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.5384432), 'contradiction': 0.0010771829402074218}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.5813973), 'contradiction': 0.997793436050415}","{'distance': 0.04761904761904767, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.5813973), 'contradiction': 0.997793436050415}","{'distance': 0.375, 'evidence_accuracy': 0.4, 'evidence_precision': 0.2, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.5648821), 'contradiction': 0.0010534782195463777}","{'distance': 0.41666666666666663, 'evidence_accuracy': 0.6, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.7345594), 'contradiction': 0.9888169765472412}"
,,,,"{'distance': 0.18518518518518523, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9760511), 'contradiction': 0.06893336772918701}","{'distance': 0.5714285714285714, 'evidence_accuracy': 0.35714285714285715, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97148645), 'contradiction': 0.008316988125443459}","{'distance': 0.2727272727272727, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7516284), 'contradiction': 0.0022044170182198286}"
,,,,"{'distance': 0.18518518518518523, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9760511), 'contradiction': 0.06893336772918701}",,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.8863604), 'contradiction': 0.022368714213371277}"
,,,,,,"{'distance': 0.18918918918918914, 'evidence_accuracy': 0.6875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.58855987), 'contradiction': 0.0013284242013469338}"
,"{'distance': 0.8, 'evidence_accuracy': 0.25, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.23323235), 'contradiction': 0.979486882686615}",,"{'distance': 0.8, 'evidence_accuracy': 0.25, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.23323235), 'contradiction': 0.979486882686615}","{'distance': 0.8, 'evidence_accuracy': 0.25, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.23323235), 'contradiction': 0.979486882686615}",,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.94430965), 'contradiction': 0.0011592499213293195}"
,,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.68023), 'contradiction': 0.0012584507931023836}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.48947385), 'contradiction': 0.7612563967704773}"
,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.57436836), 'contradiction': 0.9957186579704285}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.57436836), 'contradiction': 0.9957186579704285}",,"{'distance': 0.4117647058823529, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.7881646), 'contradiction': 0.01353326067328453}"
,,,,,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8464105), 'contradiction': 0.0032228133641183376}"
,,,,,,
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.33555284), 'contradiction': 0.9956766963005066}"
,,,,"{'distance': 0.6666666666666667, 'evidence_accuracy': 0.2222222222222222, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.5, 'evidence_f1': 0.22222222222222224, 'similarity_metrics': np.float32(0.24833712), 'contradiction': 0.9984569549560547}",,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8182257), 'contradiction': 0.003133451333269477}"
,,,,"{'distance': 0.8181818181818181, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.896844), 'contradiction': 0.001586811151355505}",,"{'distance': 0.368421052631579, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.6403482), 'contradiction': 0.2003592848777771}"
,"{'distance': 0.6363636363636364, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.8855661), 'contradiction': 0.0013269239570945501}",,,,,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.82526517), 'contradiction': 0.012439760379493237}"
,,,,,,"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.63319016), 'contradiction': 0.004400063306093216}"
,,,,,,"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.8210788), 'contradiction': 0.005345882847905159}"
,,,,,"{'distance': 1.0, 'evidence_accuracy': 0.125, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.093043864), 'contradiction': 0.9875637888908386}","{'distance': 0.368421052631579, 'evidence_accuracy': 0.625, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6073173), 'contradiction': 0.002065155887976289}"
,,,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.375, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.85531443), 'contradiction': 0.0030044345185160637}"
,,,,,,"{'distance': 0.26315789473684215, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.25, 'evidence_recall': 0.25, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.5565505), 'contradiction': 0.0031504498329013586}"
,,,,,,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9406743), 'contradiction': 0.2037954181432724}"
