e-implcit-target-e-persona-you,e-persona-you,e-implcit-target-e-persona-human,baseline,e-implcit-target,e-persona-human,TextFoolerJin2019
"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9836899, 'contradiction': 0.0021948281209915876}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9836899, 'contradiction': 0.0021948281209915876}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9836899, 'contradiction': 0.0021948281209915876}",,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9836899, 'contradiction': 0.0021948281209915876}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.9836899, 'contradiction': 0.0021948281209915876}","{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8190725, 'contradiction': 0.039846811443567276}"
,,,,,,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9530911, 'contradiction': 0.0012691094307228923}"
,,,,,,"{'distance': 0.375, 'evidence_accuracy': 0.75, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.5870968, 'contradiction': 0.00339037855155766}"
,,,,,,"{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7047578, 'contradiction': 0.8910099864006042}"
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.73280716, 'contradiction': 0.8910255432128906}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.73280716, 'contradiction': 0.8910255432128906}","{'distance': 0.41666666666666663, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.75, 'evidence_recall': 1.0, 'evidence_f1': 0.8571428571428571, 'similarity_metrics': 0.67338085, 'contradiction': 0.9983112812042236}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.73280716, 'contradiction': 0.8910255432128906}",,
,,,,,,"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.8862223, 'contradiction': 0.6356318593025208}"
,,,,,,
,,,,,,
,"{'distance': 0.9130434782608696, 'evidence_accuracy': 0.3125, 'evidence_precision': 0.26666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.4210526315789474, 'similarity_metrics': 0.42369634, 'contradiction': 0.36385899782180786}",,"{'distance': 0.9130434782608696, 'evidence_accuracy': 0.3125, 'evidence_precision': 0.26666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.4210526315789474, 'similarity_metrics': 0.42369634, 'contradiction': 0.36385899782180786}",,,"{'distance': 0.0625, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.835375, 'contradiction': 0.0009934819536283612}"
,"{'distance': 0.8260869565217391, 'evidence_accuracy': 0.1875, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.23529411764705882, 'similarity_metrics': 0.53845054, 'contradiction': 0.00320370402187109}",,"{'distance': 0.8260869565217391, 'evidence_accuracy': 0.1875, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.23529411764705882, 'similarity_metrics': 0.53845054, 'contradiction': 0.00320370402187109}",,,"{'distance': 0.0625, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9831494, 'contradiction': 0.001525062951259315}"
,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9672607, 'contradiction': 0.0015560084721073508}",,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9672607, 'contradiction': 0.0015560084721073508}",,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9672607, 'contradiction': 0.0015560084721073508}","{'distance': 0.7, 'evidence_accuracy': 0.4, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': 0.54019487, 'contradiction': 0.015046910382807255}"
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.6, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.4812875, 'contradiction': 0.09759025275707245}"
"{'distance': 0.8888888888888888, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.22316599, 'contradiction': 0.9621273279190063}","{'distance': 0.8888888888888888, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.22316599, 'contradiction': 0.9621273279190063}","{'distance': 0.8888888888888888, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.22316599, 'contradiction': 0.9621273279190063}","{'distance': 0.8888888888888888, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.22316599, 'contradiction': 0.9621273279190063}","{'distance': 0.8888888888888888, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.22316599, 'contradiction': 0.9621273279190063}","{'distance': 0.8888888888888888, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.22316599, 'contradiction': 0.9621273279190063}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.92012405, 'contradiction': 0.0011968995677307248}"
"{'distance': 0.875, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.36573002, 'contradiction': 0.9954479336738586}","{'distance': 0.30434782608695654, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6859629, 'contradiction': 0.9979848861694336}","{'distance': 0.875, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.36573002, 'contradiction': 0.9954479336738586}","{'distance': 0.30434782608695654, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6859629, 'contradiction': 0.9979848861694336}","{'distance': 0.875, 'evidence_accuracy': 0.2727272727272727, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.36573002, 'contradiction': 0.9954479336738586}","{'distance': 0.30434782608695654, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.6859629, 'contradiction': 0.9979848861694336}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.97145426, 'contradiction': 0.0013924845261499286}"
,,,,,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.7460659, 'contradiction': 0.719656765460968}"
,,,,,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.72584, 'contradiction': 0.05654524266719818}"
,,,,,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.72584, 'contradiction': 0.05654524266719818}"
,,"{'distance': 0.4, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': 0.59549177, 'contradiction': 0.9965758919715881}",,,,
,,,,,,"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.7368421052631579, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.25, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.7318638, 'contradiction': 0.0021009393967688084}"
,,,,,,
,,,,,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 1.0, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.9088547, 'contradiction': 0.1263524442911148}"
,,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.7302508, 'contradiction': 0.004613163415342569}"
,,,,,,
,,,,,,
,"{'distance': 0.2727272727272727, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.6797241, 'contradiction': 0.9981787204742432}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.6797241, 'contradiction': 0.9981787204742432}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.6797241, 'contradiction': 0.9981787204742432}",
"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.6, 'evidence_recall': 0.6, 'evidence_f1': 0.6, 'similarity_metrics': 0.6788994, 'contradiction': 0.9991902709007263}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.945853, 'contradiction': 0.9449899792671204}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.6, 'evidence_recall': 0.6, 'evidence_f1': 0.6, 'similarity_metrics': 0.6788994, 'contradiction': 0.9991902709007263}","{'distance': 0.3076923076923077, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.6, 'evidence_f1': 0.5454545454545454, 'similarity_metrics': 0.68515897, 'contradiction': 0.9990837574005127}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.6, 'evidence_recall': 0.6, 'evidence_f1': 0.6, 'similarity_metrics': 0.6788994, 'contradiction': 0.9991902709007263}","{'distance': 0.06666666666666665, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.945853, 'contradiction': 0.9449899792671204}",
,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8350517, 'contradiction': 0.9960617423057556}",,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8350517, 'contradiction': 0.9960617423057556}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.89631665, 'contradiction': 0.9921883344650269}"
"{'distance': 0.30434782608695654, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.25, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.65762824, 'contradiction': 0.9653167128562927}",,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9838031, 'contradiction': 0.0027754076290875673}"
"{'distance': 0.3548387096774194, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.97606415, 'contradiction': 0.0009914443362504244}","{'distance': 0.1875, 'evidence_accuracy': 0.8, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.99034035, 'contradiction': 0.001580181997269392}",,"{'distance': 0.1875, 'evidence_accuracy': 0.8, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.99034035, 'contradiction': 0.001580181997269392}","{'distance': 0.09677419354838712, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8359256, 'contradiction': 0.9987778067588806}","{'distance': 0.1875, 'evidence_accuracy': 0.8, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.99034035, 'contradiction': 0.001580181997269392}",
"{'distance': 0.22580645161290325, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.25, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.7672116, 'contradiction': 0.9984750151634216}",,"{'distance': 0.22580645161290325, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.25, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.7672116, 'contradiction': 0.9984750151634216}","{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4444444444444444, 'similarity_metrics': 0.7580799, 'contradiction': 0.0014263320481404662}","{'distance': 0.22580645161290325, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.25, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.7672116, 'contradiction': 0.9984750151634216}",,
,,,,,,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.8699411, 'contradiction': 0.003893038025125861}"
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.969439, 'contradiction': 0.015305648557841778}"
"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.7100259, 'contradiction': 0.0009510429808869958}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.7100259, 'contradiction': 0.0009510429808869958}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.7100259, 'contradiction': 0.0009510429808869958}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.7100259, 'contradiction': 0.0009510429808869958}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.7100259, 'contradiction': 0.0009510429808869958}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.6, 'evidence_recall': 1.0, 'evidence_f1': 0.7499999999999999, 'similarity_metrics': 0.7100259, 'contradiction': 0.0009510429808869958}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.94212353, 'contradiction': 0.09125518798828125}"
,,,"{'distance': 0.3913043478260869, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.524079, 'contradiction': 0.8146355152130127}",,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.39359656, 'contradiction': 0.8431226015090942}"
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.8666666666666667, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.91731066, 'contradiction': 0.0012315110070630908}"
